,Inside,Color,State,Shape,Material,Object,Finish,Metal Clip,Rubber Ring,Handle,Closure
930,Full,Opaque,Closed,Cylindrical,Metal,Bottle,Twist,True,False,False,Screw
931,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
932,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
933,Empty,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,True,Screw
934,Full,Opaque,Closed,Cylindrical,Plastic,Bottle,Snap,False,False,False,Snap
935,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
936,Empty,Translucent,Closed,Cylindrical,Plastic,Container,Twist,False,False,False,Screw
937,Full,Transparent,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No
938,Empty,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
939,Empty,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
940,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
941,Full,Opaque,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Flip-top
942,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Snap,False,False,False,Snap
943,Empty,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
944,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
945,Empty,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
946,Full,Translucent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
947,Full,Opaque,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
948,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
949,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
950,Full,Opaque,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
951,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
952,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
953,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
954,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
955,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
956,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
957,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
958,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
959,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
960,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
961,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
962,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
963,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
964,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
965,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
966,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
967,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
968,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
969,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
970,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
971,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
972,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
973,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
974,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
975,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
976,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
977,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
978,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
979,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
980,Empty,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
981,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
982,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
983,Empty,Translucent,Open,Conical,Glass,Container,Snap,False,False,False,No
984,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
985,Full,Opaque,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No
986,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
987,Full,Opaque,Open,Rectangular,Ceramic,Container,Snap,False,False,True,No
988,Full,Transparent,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No
989,Empty,Opaque,Open,Conical,Ceramic,Container,Snap,False,False,False,No
990,Empty,Translucent,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No
991,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
992,Empty,Opaque,Open,Cylindrical,Metal,Container,Snap,True,False,False,No
993,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
994,Full,Transparent,Closed,Cylindrical,Glass,Jar,Snap,False,False,False,Snap
995,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
996,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
997,Empty,Transparent,Open,Oval,Glass,Container,Snap,False,False,False,No
998,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
999,Empty,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,True,No
1000,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
1001,Empty,Opaque,Open,Conical,Ceramic,Container,Snap,False,False,False,No
1002,Empty,Opaque,Open,Oval,Ceramic,Container,Snap,False,False,False,No
1003,Empty,Translucent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
1004,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1005,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,False,No
1006,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,False,No
1007,Full,Opaque,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
1008,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1009,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1010,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1011,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
1012,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1013,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
1014,Empty,Opaque,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No
1015,Empty,Translucent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
1016,Full,Opaque,Open,Cylindrical,Plastic,Container,Snap,False,False,True,No
1017,Full,Opaque,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No
1018,Full,Translucent,Open,Rectangular,Plastic,Container,Snap,False,False,False,No
1019,Empty,Transparent,Open,Rectangular,Plastic,Container,Snap,False,False,False,No
1020,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
1021,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,False,No
1022,Empty,Opaque,Open,Cylindrical,Glass,Container,Snap,False,False,True,No
1023,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
1024,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
1025,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
1026,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,False,No
1027,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1028,Full,Translucent,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
1029,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1030,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1031,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,False,No
1032,Full,Transparent,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
1033,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
1034,Empty,Opaque,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No
1035,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,True,No
1036,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
1037,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1038,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,False,No
1039,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
1040,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1041,Full,Opaque,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No
1042,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1043,Empty,Transparent,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
1044,Empty,Opaque,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No
1045,Full,Transparent,Open,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
1046,Empty,Translucent,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
1047,Full,Translucent,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No
1048,Empty,Opaque,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No
1049,Empty,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
1050,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1051,Full,Opaque,Open,Cylindrical,Glass,Container,Snap,False,False,True,No
1052,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1053,Full,Opaque,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
1054,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1055,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
1056,Empty,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
1057,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1058,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,False,No
1059,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1060,Empty,Opaque,Open,Rectangular,Ceramic,Container,Snap,False,False,False,No
1061,Empty,Opaque,Open,Cylindrical,Plastic,Container,Snap,False,False,True,No
1062,Full,Transparent,Open,Rectangular,Plastic,Jar,Twist,False,False,False,No
1063,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1064,Empty,Translucent,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No
1065,Full,Translucent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
1066,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
1067,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1068,Empty,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
1069,Full,Translucent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
1070,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
1071,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1072,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
1073,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,False,No
1074,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,False,No
1075,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
1076,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,False,No
1077,Full,Opaque,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Push-pull
1078,Empty,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
1079,Empty,Translucent,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No
1080,Full,Transparent,Open,Oval,Glass,Jar,Twist,False,False,False,No
1081,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,False,No
1082,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,False,No
1083,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1084,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1085,Full,Opaque,Open,Cylindrical,Plastic,Jar,Twist,False,False,False,No
1086,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
1087,Empty,Opaque,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No
1088,Empty,Transparent,Closed,Rectangular,Glass,Bottle,Twist,False,False,False,Screw
1089,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1090,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1091,Full,Transparent,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No
1092,Full,Transparent,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No
1093,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,False,No
1094,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
1095,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,False,No
1096,Full,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
1097,Empty,Transparent,Open,Cylindrical,Plastic,Bottle,Twist,False,False,False,No
1098,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,False,No
1099,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
1100,Full,Transparent,Closed,Rectangular,Plastic,Jar,Twist,False,False,False,Screw
1101,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
1102,Empty,Opaque,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No
1103,Empty,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
1104,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
1105,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,False,No
1106,Full,Translucent,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No
1107,Full,Opaque,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No
1108,Full,Translucent,Closed,Cylindrical,Plastic,Jar,Twist,False,False,False,Screw
1109,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,False,No
1110,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1111,Empty,Transparent,Open,Rectangular,Glass,Jar,Twist,False,False,False,No
1112,Full,Opaque,Closed,Rectangular,Glass,Jar,Twist,False,False,False,Screw
1113,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,False,No
1114,Empty,Opaque,Open,Rectangular,Plastic,Container,Snap,False,False,False,No
1115,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1116,Full,Transparent,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No
1117,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,False,No
1118,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1119,Empty,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
1120,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
1121,Empty,Opaque,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No
1122,Full,Opaque,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No
1123,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,False,No
1124,Empty,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
1125,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1126,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,False,No
1127,Empty,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
1128,Empty,Translucent,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No
1129,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,False,No
1130,Empty,Opaque,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No
1131,Empty,Translucent,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No
1132,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,False,No
1133,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
1134,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1135,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,False,No
1136,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
1137,Empty,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
1138,Full,Opaque,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw
1139,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1140,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1141,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1142,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,False,No
1143,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,False,No
1144,Full,Transparent,Open,Cylindrical,Glass,Jar,Snap,False,False,False,No
1145,Empty,Translucent,Open,Cylindrical,Glass,Container,Snap,False,False,True,No
1146,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,False,No
1147,Empty,Transparent,Open,Cylindrical,Glass,Jar,Snap,False,False,False,No
1148,Full,Opaque,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
1149,Empty,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,False,No
1150,Full,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
1151,Empty,Transparent,Open,Oval,Plastic,Container,Snap,False,False,False,No
1152,Full,Opaque,Open,Cylindrical,Ceramic,Container,Snap,False,False,True,No
1153,Empty,Opaque,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No
1154,Empty,Opaque,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No
1155,Full,Opaque,Closed,Rectangular,Plastic,Container,Snap,False,False,False,Snap
1156,Empty,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No
