Index,Inside,Color,State,Shape,Material,Object,Finish,Metal Clip,Rubber Ring,Handle,Closure,Affordance:Empty,Affordance:Fill,Affordance:Close,Affordance:Open,Affordance:Unscrew,Affordance:Lift,Affordance:Swing,Affordance:PullRubber,Affordance:RemoveClip,Affordance:GrabHandle,Affordance:FlipOff,Affordance:FlipLid,Affordance:Squeeze,Affordance:PressDown,Affordance:PullUp,Affordance:Corkscrew,Affordance:RemoveSeal
753,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
754,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
755,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
756,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
757,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
758,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
759,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
760,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
761,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
762,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
763,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
764,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
765,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
766,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
767,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
768,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
769,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
770,Full,Transparent,Open,Cylindrical,Glass,Jar,Swing-top,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
771,Full,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
772,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
773,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
774,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
775,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
776,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
777,Full,Translucent,Open,Cylindrical,Plastic,Bottle,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
778,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
779,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
780,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
781,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
782,Full,Transparent,Open,Conical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
783,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
784,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
785,Full,Transparent,Open,Cylindrical,Plastic,Bottle,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
786,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
787,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
788,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
789,Full,Transparent,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
790,Full,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
791,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
792,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
793,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
794,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
795,Full,Transparent,Closed,Rectangular,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
796,Full,Transparent,Closed,Cylindrical,Plastic,Container,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
797,Full,Transparent,Open,Cylindrical,Plastic,Jar,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
798,Full,Transparent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
799,Full,Transparent,Closed,Cylindrical,Glass,Container,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
800,Full,Transparent,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
801,Full,Transparent,Closed,Cylindrical,Plastic,Container,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
802,Full,Transparent,Closed,Cylindrical,Plastic,Container,Snap,False,False,False,Snap,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
803,Full,Translucent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
804,Full,Translucent,Closed,Cylindrical,Plastic,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
805,Full,Transparent,Closed,Cylindrical,Glass,Container,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
806,Full,Transparent,Closed,Rectangular,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
807,Full,Transparent,Closed,Cylindrical,Plastic,Container,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
808,Full,Transparent,Open,Cylindrical,Plastic,Container,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
809,Full,Transparent,Closed,Cylindrical,Glass,Container,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
810,Full,Transparent,Closed,Cylindrical,Glass,Container,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
811,Full,Transparent,Open,Cylindrical,Glass,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
812,Empty,Transparent,Open,Cylindrical,Plastic,Container,Twist,False,False,False,No,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
813,Full,Transparent,Open,Cylindrical,Plastic,Container,Snap,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
814,Full,Transparent,Closed,Rectangular,Glass,Bottle,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
815,Full,Translucent,Closed,Cylindrical,Plastic,Container,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
816,Full,Translucent,Closed,Cylindrical,Plastic,Container,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
817,Full,Transparent,Open,Cylindrical,Plastic,Jar,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
818,Full,Transparent,Open,Cylindrical,Plastic,Container,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
819,Full,Transparent,Open,Cylindrical,Plastic,Container,Twist,False,False,False,No,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
820,Full,Transparent,Closed,Cylindrical,Glass,Container,Twist,False,False,False,Screw,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
